technology,title,location,type,experience,english,datetime,views,applicants
NoSQL,Python Developer,Україна,Office або Remote,1 рік досвіду,Intermediate,2023-12-18,314,39
API,Python Developer,Україна,Office або Remote,1 рік досвіду,Intermediate,2023-12-18,314,39
AWS,Python Developer,Україна,Office або Remote,1 рік досвіду,Intermediate,2023-12-18,314,39
Linux,Python Developer,Україна,Office або Remote,1 рік досвіду,Intermediate,2023-12-18,314,39
AI,Python Developer,Україна,Office або Remote,1 рік досвіду,Intermediate,2023-12-18,314,39
ML,Python Developer,Україна,Office або Remote,1 рік досвіду,Intermediate,2023-12-18,314,39
Networking,Python Developer,Україна,Office або Remote,1 рік досвіду,Intermediate,2023-12-18,314,39
Pandas,Python Developer,Україна,Office або Remote,1 рік досвіду,Intermediate,2023-12-18,314,39
JS,Middle/Senior Full Stack (Python / React.js / TypeScript),Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-18,46,8
Data Base,Middle/Senior Full Stack (Python / React.js / TypeScript),Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-18,46,8
JS,Senior Python (Django) Developer,"Швеція, Україна",Тільки віддалено,5 років досвіду,Intermediate,2023-12-18,60,19
SQL,Middle/Senior Full Stack (Python / React.js / TypeScript),Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-18,46,8
Flask,Middle/Senior Full Stack (Python / React.js / TypeScript),Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-18,46,8
ReactJS,Middle/Senior Full Stack (Python / React.js / TypeScript),Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-18,46,8
PostgreSQL,Middle/Senior Full Stack (Python / React.js / TypeScript),Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-18,46,8
NodeJS,Middle/Senior Full Stack (Python / React.js / TypeScript),Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-18,46,8
REST,Middle/Senior Full Stack (Python / React.js / TypeScript),Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-18,46,8
API,Middle/Senior Full Stack (Python / React.js / TypeScript),Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-18,46,8
AI,Middle/Senior Full Stack (Python / React.js / TypeScript),Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-18,46,8
ML,Middle/Senior Full Stack (Python / React.js / TypeScript),Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-18,46,8
Data Base,Senior Python (Django) Developer,"Швеція, Україна",Тільки віддалено,5 років досвіду,Intermediate,2023-12-18,60,19
SQL,Senior Python (Django) Developer,"Швеція, Україна",Тільки віддалено,5 років досвіду,Intermediate,2023-12-18,60,19
Django,Senior Python (Django) Developer,"Швеція, Україна",Тільки віддалено,5 років досвіду,Intermediate,2023-12-18,60,19
GIT,Senior Python (Django) Developer,"Швеція, Україна",Тільки віддалено,5 років досвіду,Intermediate,2023-12-18,60,19
NodeJS,Senior Python (Django) Developer,"Швеція, Україна",Тільки віддалено,5 років досвіду,Intermediate,2023-12-18,60,19
docker,Senior Python (Django) Developer,"Швеція, Україна",Тільки віддалено,5 років досвіду,Intermediate,2023-12-18,60,19
DRF,Senior Python (Django) Developer,"Швеція, Україна",Тільки віддалено,5 років досвіду,Intermediate,2023-12-18,60,19
NoSQL,Senior Python (Django) Developer,"Швеція, Україна",Тільки віддалено,5 років досвіду,Intermediate,2023-12-18,60,19
Celery,Senior Python (Django) Developer,"Швеція, Україна",Тільки віддалено,5 років досвіду,Intermediate,2023-12-18,60,19
RabbitMQ,Senior Python (Django) Developer,"Швеція, Україна",Тільки віддалено,5 років досвіду,Intermediate,2023-12-18,60,19
OOP,Middle/Senior Full Stack (Python / React.js / TypeScript),Україна,Тільки віддалено,3 роки досвіду,Upper-Intermediate,2023-12-18,46,8
API,Senior Python (Django) Developer,"Швеція, Україна",Тільки віддалено,5 років досвіду,Intermediate,2023-12-18,60,19
AWS,Senior Python (Django) Developer,"Швеція, Україна",Тільки віддалено,5 років досвіду,Intermediate,2023-12-18,60,19
AI,Senior Python (Django) Developer,"Швеція, Україна",Тільки віддалено,5 років досвіду,Intermediate,2023-12-18,60,19
JS,"Middle Python/Django developer, full stack (front preferable vue.js)",Україна,Office або Remote,2 роки досвіду,Intermediate,2023-12-17,83,16
Django,"Middle Python/Django developer, full stack (front preferable vue.js)",Україна,Office або Remote,2 роки досвіду,Intermediate,2023-12-17,83,16
VueJS,"Middle Python/Django developer, full stack (front preferable vue.js)",Україна,Office або Remote,2 роки досвіду,Intermediate,2023-12-17,83,16
docker,"Middle Python/Django developer, full stack (front preferable vue.js)",Україна,Office або Remote,2 роки досвіду,Intermediate,2023-12-17,83,16
REST,"Middle Python/Django developer, full stack (front preferable vue.js)",Україна,Office або Remote,2 роки досвіду,Intermediate,2023-12-17,83,16
DRF,"Middle Python/Django developer, full stack (front preferable vue.js)",Україна,Office або Remote,2 роки досвіду,Intermediate,2023-12-17,83,16
API,"Middle Python/Django developer, full stack (front preferable vue.js)",Україна,Office або Remote,2 роки досвіду,Intermediate,2023-12-17,83,16
AI,"Middle Python/Django developer, full stack (front preferable vue.js)",Україна,Office або Remote,2 роки досвіду,Intermediate,2023-12-17,83,16
JS,Senior Software Engineer (Python),Україна,Гібридна робота,5 років досвіду,Intermediate,2023-12-15,24,1
Data Base,Senior Software Engineer (Python),Україна,Гібридна робота,5 років досвіду,Intermediate,2023-12-15,24,1
ReactJS,Senior Software Engineer (Python),Україна,Гібридна робота,5 років досвіду,Intermediate,2023-12-15,24,1
docker,Senior Software Engineer (Python),Україна,Гібридна робота,5 років досвіду,Intermediate,2023-12-15,24,1
API,Senior Software Engineer (Python),Україна,Гібридна робота,5 років досвіду,Intermediate,2023-12-15,24,1
AWS,Senior Software Engineer (Python),Україна,Гібридна робота,5 років досвіду,Intermediate,2023-12-15,24,1
AI,Senior Software Engineer (Python),Україна,Гібридна робота,5 років досвіду,Intermediate,2023-12-15,24,1
docker,Middle Strong Python Dev,"Україна, Ізраїль, Кіпр",Тільки віддалено,3 роки досвіду,Advanced/Fluent,2023-12-15,94,10
REST,Middle Strong Python Dev,"Україна, Ізраїль, Кіпр",Тільки віддалено,3 роки досвіду,Advanced/Fluent,2023-12-15,94,10
API,Middle Strong Python Dev,"Україна, Ізраїль, Кіпр",Тільки віддалено,3 роки досвіду,Advanced/Fluent,2023-12-15,94,10
AI,Middle Strong Python Dev,"Україна, Ізраїль, Кіпр",Тільки віддалено,3 роки досвіду,Advanced/Fluent,2023-12-15,94,10
ML,Middle Strong Python Dev,"Україна, Ізраїль, Кіпр",Тільки віддалено,3 роки досвіду,Advanced/Fluent,2023-12-15,94,10
JS,Python developer / strong junior,Україна,Тільки віддалено,1 рік досвіду,Pre-Intermediate,2023-12-18,450,86
SQL,Python developer / strong junior,Україна,Тільки віддалено,1 рік досвіду,Pre-Intermediate,2023-12-18,450,86
Django,Python developer / strong junior,Україна,Тільки віддалено,1 рік досвіду,Pre-Intermediate,2023-12-18,450,86
GIT,Python developer / strong junior,Україна,Тільки віддалено,1 рік досвіду,Pre-Intermediate,2023-12-18,450,86
NoSQL,Python developer / strong junior,Україна,Тільки віддалено,1 рік досвіду,Pre-Intermediate,2023-12-18,450,86
API,Python developer / strong junior,Україна,Тільки віддалено,1 рік досвіду,Pre-Intermediate,2023-12-18,450,86
AWS,Python developer / strong junior,Україна,Тільки віддалено,1 рік досвіду,Pre-Intermediate,2023-12-18,450,86
AI,Python developer / strong junior,Україна,Тільки віддалено,1 рік досвіду,Pre-Intermediate,2023-12-18,450,86
ML,Python developer / strong junior,Україна,Тільки віддалено,1 рік досвіду,Pre-Intermediate,2023-12-18,450,86
Data Base,Database Developer (Graph Databases),Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-15,50,5
SQL,Database Developer (Graph Databases),Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-15,50,5
GIT,Database Developer (Graph Databases),Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-15,50,5
JS,Senior Python Developer (with AWS skills),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-15,34,7
Data Base,Senior Python Developer (with AWS skills),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-15,34,7
ReactJS,Senior Python Developer (with AWS skills),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-15,34,7
docker,Database Developer (Graph Databases),Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-15,50,5
API,Database Developer (Graph Databases),Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-15,50,5
AI,Database Developer (Graph Databases),Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-15,50,5
ML,Database Developer (Graph Databases),Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-15,50,5
Algorithms,Database Developer (Graph Databases),Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-15,50,5
NodeJS,Senior Python Developer (with AWS skills),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-15,34,7
docker,Senior Python Developer (with AWS skills),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-15,34,7
API,Senior Python Developer (with AWS skills),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-15,34,7
AWS,Senior Python Developer (with AWS skills),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-15,34,7
AI,Senior Python Developer (with AWS skills),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-15,34,7
ML,Senior Python Developer (with AWS skills),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-15,34,7
GIT,Data Mining Engineer needed for data centric startup,"Сполучені, Штати",Тільки віддалено,Без досвіду,Advanced/Fluent,2023-12-15,249,34
docker,Data Mining Engineer needed for data centric startup,"Сполучені, Штати",Тільки віддалено,Без досвіду,Advanced/Fluent,2023-12-15,249,34
API,Data Mining Engineer needed for data centric startup,"Сполучені, Штати",Тільки віддалено,Без досвіду,Advanced/Fluent,2023-12-15,249,34
AI,Data Mining Engineer needed for data centric startup,"Сполучені, Штати",Тільки віддалено,Без досвіду,Advanced/Fluent,2023-12-15,249,34
Pandas,Data Mining Engineer needed for data centric startup,"Сполучені, Штати",Тільки віддалено,Без досвіду,Advanced/Fluent,2023-12-15,249,34
Data Base,Python Developer (Scraping),Україна,Office або Remote,1 рік досвіду,Intermediate,2023-12-14,323,51
SQL,Python Developer (Scraping),Україна,Office або Remote,1 рік досвіду,Intermediate,2023-12-14,323,51
JS,Software Engineer (Python),Україна,Гібридна робота,3 роки досвіду,Intermediate,2023-12-15,49,6
Flask,Python Developer (Scraping),Україна,Office або Remote,1 рік досвіду,Intermediate,2023-12-14,323,51
REST,Python Developer (Scraping),Україна,Office або Remote,1 рік досвіду,Intermediate,2023-12-14,323,51
NoSQL,Python Developer (Scraping),Україна,Office або Remote,1 рік досвіду,Intermediate,2023-12-14,323,51
API,Python Developer (Scraping),Україна,Office або Remote,1 рік досвіду,Intermediate,2023-12-14,323,51
AWS,Python Developer (Scraping),Україна,Office або Remote,1 рік досвіду,Intermediate,2023-12-14,323,51
Linux,Python Developer (Scraping),Україна,Office або Remote,1 рік досвіду,Intermediate,2023-12-14,323,51
Data Base,Software Engineer (Python),Україна,Гібридна робота,3 роки досвіду,Intermediate,2023-12-15,49,6
ReactJS,Software Engineer (Python),Україна,Гібридна робота,3 роки досвіду,Intermediate,2023-12-15,49,6
docker,Software Engineer (Python),Україна,Гібридна робота,3 роки досвіду,Intermediate,2023-12-15,49,6
API,Software Engineer (Python),Україна,Гібридна робота,3 роки досвіду,Intermediate,2023-12-15,49,6
AWS,Software Engineer (Python),Україна,Гібридна робота,3 роки досвіду,Intermediate,2023-12-15,49,6
AI,Software Engineer (Python),Україна,Гібридна робота,3 роки досвіду,Intermediate,2023-12-15,49,6
AI,Python Developer (Scraping),Україна,Office або Remote,1 рік досвіду,Intermediate,2023-12-14,323,51
ML,Python Developer (Scraping),Україна,Office або Remote,1 рік досвіду,Intermediate,2023-12-14,323,51
Networking,Python Developer (Scraping),Україна,Office або Remote,1 рік досвіду,Intermediate,2023-12-14,323,51
Pandas,Python Developer (Scraping),Україна,Office або Remote,1 рік досвіду,Intermediate,2023-12-14,323,51
Data Base,Team Lead / Senior Python Engineer (Indigo Ag),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,43,12
SQL,Team Lead / Senior Python Engineer (Indigo Ag),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,43,12
GIT,Team Lead / Senior Python Engineer (Indigo Ag),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,43,12
FastAPI,Team Lead / Senior Python Engineer (Indigo Ag),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,43,12
Celery,Team Lead / Senior Python Engineer (Indigo Ag),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,43,12
API,Team Lead / Senior Python Engineer (Indigo Ag),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,43,12
AI,Team Lead / Senior Python Engineer (Indigo Ag),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,43,12
AI,Штучний інтелект і Python (блок ШІ),Україна,Тільки віддалено,Без досвіду,,2023-12-13,389,21
Data Base,Senior Python Developer with AWS,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-14,37,5
SQL,Senior Python Developer with AWS,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-14,37,5
PostgreSQL,Senior Python Developer with AWS,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-14,37,5
AWS,Senior Python Developer with AWS,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-14,37,5
Linux,Senior Python Developer with AWS,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-14,37,5
AI,Senior Python Developer with AWS,Україна,Тільки віддалено,5 років досвіду,Upper-Intermediate,2023-12-14,37,5
Data Base,Scraping Engineer,Україна,Тільки віддалено,2 роки досвіду,Upper-Intermediate,2023-12-15,209,49
Data Base,Python Developer,Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-13,167,43
SQL,Python Developer,Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-13,167,43
SQL,Scraping Engineer,Україна,Тільки віддалено,2 роки досвіду,Upper-Intermediate,2023-12-15,209,49
GIT,Scraping Engineer,Україна,Тільки віддалено,2 роки досвіду,Upper-Intermediate,2023-12-15,209,49
REST,Scraping Engineer,Україна,Тільки віддалено,2 роки досвіду,Upper-Intermediate,2023-12-15,209,49
NoSQL,Scraping Engineer,Україна,Тільки віддалено,2 роки досвіду,Upper-Intermediate,2023-12-15,209,49
API,Scraping Engineer,Україна,Тільки віддалено,2 роки досвіду,Upper-Intermediate,2023-12-15,209,49
AWS,Scraping Engineer,Україна,Тільки віддалено,2 роки досвіду,Upper-Intermediate,2023-12-15,209,49
Linux,Scraping Engineer,Україна,Тільки віддалено,2 роки досвіду,Upper-Intermediate,2023-12-15,209,49
AI,Scraping Engineer,Україна,Тільки віддалено,2 роки досвіду,Upper-Intermediate,2023-12-15,209,49
docker,Python Developer,Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-13,167,43
FastAPI,Python Developer,Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-13,167,43
API,Python Developer,Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-13,167,43
AWS,Python Developer,Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-13,167,43
AI,Python Developer,Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-13,167,43
ML,Python Developer,Україна,Office або Remote,3 роки досвіду,Intermediate,2023-12-13,167,43
Data Base,Senior Python Developer with AWS,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-14,31,5
SQL,Senior Python Developer with AWS,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-14,31,5
PostgreSQL,Senior Python Developer with AWS,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-14,31,5
AWS,Senior Python Developer with AWS,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-14,31,5
Linux,Senior Python Developer with AWS,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-14,31,5
AI,Senior Python Developer with AWS,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-14,31,5
SQL,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,,2023-12-15,62,13
AI,Python Developer for EdTech company,Україна,Тільки віддалено,3 роки досвіду,Intermediate,2023-12-13,58,4
Pytest,Python Developer for EdTech company,Україна,Тільки віддалено,3 роки досвіду,Intermediate,2023-12-13,58,4
Django,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,,2023-12-15,62,13
ReactJS,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,,2023-12-15,62,13
PostgreSQL,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,,2023-12-15,62,13
AI,Senior Python Developer,Україна,Office або Remote,3 роки досвіду,,2023-12-15,62,13
Data Base,Team Lead Python/Django,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-14,71,17
Data Base,Senior Python Developer with AWS,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,32,2
SQL,Senior Python Developer with AWS,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,32,2
PostgreSQL,Senior Python Developer with AWS,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,32,2
SQL,Team Lead Python/Django,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-14,71,17
Django,Team Lead Python/Django,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-14,71,17
PostgreSQL,Team Lead Python/Django,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-14,71,17
MongoDB,Team Lead Python/Django,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-14,71,17
docker,Team Lead Python/Django,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-14,71,17
REST,Team Lead Python/Django,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-14,71,17
DRF,Team Lead Python/Django,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-14,71,17
NoSQL,Team Lead Python/Django,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-14,71,17
AWS,Senior Python Developer with AWS,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,32,2
Linux,Senior Python Developer with AWS,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,32,2
AI,Senior Python Developer with AWS,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,32,2
Celery,Team Lead Python/Django,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-14,71,17
API,Team Lead Python/Django,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-14,71,17
AWS,Team Lead Python/Django,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-14,71,17
AI,Team Lead Python/Django,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-14,71,17
ML,Team Lead Python/Django,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-14,71,17
Networking,Team Lead Python/Django,Україна,Office або Remote,3 роки досвіду,Upper-Intermediate,2023-12-14,71,17
Data Base,Senior Python Developer,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,25,3
SQL,Senior Python Developer,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,25,3
PostgreSQL,Senior Python Developer,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,25,3
AWS,Senior Python Developer,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,25,3
Linux,Senior Python Developer,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,25,3
AI,Senior Python Developer,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,25,3
HTML,Data Aggregation Specialist (Python),Україна,Office або Remote,1 рік досвіду,,2023-12-14,204,70
Data Base,Data Aggregation Specialist (Python),Україна,Office або Remote,1 рік досвіду,,2023-12-14,204,70
SQL,Data Aggregation Specialist (Python),Україна,Office або Remote,1 рік досвіду,,2023-12-14,204,70
GIT,Data Aggregation Specialist (Python),Україна,Office або Remote,1 рік досвіду,,2023-12-14,204,70
API,Data Aggregation Specialist (Python),Україна,Office або Remote,1 рік досвіду,,2023-12-14,204,70
AI,Data Aggregation Specialist (Python),Україна,Office або Remote,1 рік досвіду,,2023-12-14,204,70
ML,Data Aggregation Specialist (Python),Україна,Office або Remote,1 рік досвіду,,2023-12-14,204,70
OOP,Data Aggregation Specialist (Python),Україна,Office або Remote,1 рік досвіду,,2023-12-14,204,70
Data Base,Senior Python developer (Location - Germany),Німеччина,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,42,2
SQL,Senior Python developer (Location - Germany),Німеччина,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,42,2
GIT,Senior Python developer (Location - Germany),Німеччина,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,42,2
docker,Senior Python developer (Location - Germany),Німеччина,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,42,2
AWS,Senior Python developer (Location - Germany),Німеччина,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,42,2
AI,Senior Python developer (Location - Germany),Німеччина,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,42,2
ML,Senior Python developer (Location - Germany),Німеччина,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,42,2
Algorithms,Senior Python developer (Location - Germany),Німеччина,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,42,2
API,Software Engineer with VoIP experience,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-11,64,4
AI,Software Engineer with VoIP experience,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-11,64,4
ML,Software Engineer with VoIP experience,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-11,64,4
Data Base,Python Engineer (OCR and Document Processing),Україна,Тільки віддалено,2 роки досвіду,Upper-Intermediate,2023-12-11,170,20
SQL,Python Engineer (OCR and Document Processing),Україна,Тільки віддалено,2 роки досвіду,Upper-Intermediate,2023-12-11,170,20
GIT,Python Engineer (OCR and Document Processing),Україна,Тільки віддалено,2 роки досвіду,Upper-Intermediate,2023-12-11,170,20
REST,Python Engineer (OCR and Document Processing),Україна,Тільки віддалено,2 роки досвіду,Upper-Intermediate,2023-12-11,170,20
AI,Python Engineer (OCR and Document Processing),Україна,Тільки віддалено,2 роки досвіду,Upper-Intermediate,2023-12-11,170,20
ML,Python Engineer (OCR and Document Processing),Україна,Тільки віддалено,2 роки досвіду,Upper-Intermediate,2023-12-11,170,20
HTML,Python developer на платформі Odoo,Україна,Office або Remote,2 роки досвіду,Pre-Intermediate,2023-12-12,30,3
AI,Senior Python Software Engineer with Data Science experience (in Europe),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-12,19,1
SQL,Python developer,Україна,Тільки віддалено,2 роки досвіду,,2023-12-12,210,69
CSS,Python developer на платформі Odoo,Україна,Office або Remote,2 роки досвіду,Pre-Intermediate,2023-12-12,30,3
JS,Python developer на платформі Odoo,Україна,Office або Remote,2 роки досвіду,Pre-Intermediate,2023-12-12,30,3
SQL,Python developer на платформі Odoo,Україна,Office або Remote,2 роки досвіду,Pre-Intermediate,2023-12-12,30,3
PostgreSQL,Python developer на платформі Odoo,Україна,Office або Remote,2 роки досвіду,Pre-Intermediate,2023-12-12,30,3
GIT,Python developer на платформі Odoo,Україна,Office або Remote,2 роки досвіду,Pre-Intermediate,2023-12-12,30,3
API,Python developer на платформі Odoo,Україна,Office або Remote,2 роки досвіду,Pre-Intermediate,2023-12-12,30,3
AI,Python developer на платформі Odoo,Україна,Office або Remote,2 роки досвіду,Pre-Intermediate,2023-12-12,30,3
ML,Python developer на платформі Odoo,Україна,Office або Remote,2 роки досвіду,Pre-Intermediate,2023-12-12,30,3
ML,Senior Python Software Engineer with Data Science experience (in Europe),Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-12,19,1
Django,Python developer,Україна,Тільки віддалено,2 роки досвіду,,2023-12-12,210,69
PostgreSQL,Python developer,Україна,Тільки віддалено,2 роки досвіду,,2023-12-12,210,69
GIT,Python developer,Україна,Тільки віддалено,2 роки досвіду,,2023-12-12,210,69
REST,Python developer,Україна,Тільки віддалено,2 роки досвіду,,2023-12-12,210,69
DRF,Python developer,Україна,Тільки віддалено,2 роки досвіду,,2023-12-12,210,69
API,Python developer,Україна,Тільки віддалено,2 роки досвіду,,2023-12-12,210,69
Linux,Python developer,Україна,Тільки віддалено,2 роки досвіду,,2023-12-12,210,69
AI,Python developer,Україна,Тільки віддалено,2 роки досвіду,,2023-12-12,210,69
Pytest,Python developer,Україна,Тільки віддалено,2 роки досвіду,,2023-12-12,210,69
UnitTest,Python developer,Україна,Тільки віддалено,2 роки досвіду,,2023-12-12,210,69
Data Base,Middle Python Developer,Україна,Тільки офіс,2 роки досвіду,Intermediate,2023-12-11,140,5
SQL,Middle Python Developer,Україна,Тільки офіс,2 роки досвіду,Intermediate,2023-12-11,140,5
PostgreSQL,Middle Python Developer,Україна,Тільки офіс,2 роки досвіду,Intermediate,2023-12-11,140,5
MongoDB,Middle Python Developer,Україна,Тільки офіс,2 роки досвіду,Intermediate,2023-12-11,140,5
docker,Middle Python Developer,Україна,Тільки офіс,2 роки досвіду,Intermediate,2023-12-11,140,5
REST,Middle Python Developer,Україна,Тільки офіс,2 роки досвіду,Intermediate,2023-12-11,140,5
API,Middle Python Developer,Україна,Тільки офіс,2 роки досвіду,Intermediate,2023-12-11,140,5
AI,Middle Python Developer,Україна,Тільки офіс,2 роки досвіду,Intermediate,2023-12-11,140,5
Data Base,Senior Python Developer with AWS,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,14,1
JS,Junior Python Developer (full stack),Україна,Тільки офіс,1 рік досвіду,Intermediate,2023-12-12,517,100
Data Base,Junior Python Developer (full stack),Україна,Тільки офіс,1 рік досвіду,Intermediate,2023-12-12,517,100
SQL,Senior Python Developer with AWS,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,14,1
PostgreSQL,Senior Python Developer with AWS,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,14,1
AWS,Senior Python Developer with AWS,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,14,1
Linux,Senior Python Developer with AWS,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,14,1
AI,Senior Python Developer with AWS,Україна,Office або Remote,5 років досвіду,Upper-Intermediate,2023-12-13,14,1
SQL,Junior Python Developer (full stack),Україна,Тільки офіс,1 рік досвіду,Intermediate,2023-12-12,517,100
Django,Junior Python Developer (full stack),Україна,Тільки офіс,1 рік досвіду,Intermediate,2023-12-12,517,100
ReactJS,Junior Python Developer (full stack),Україна,Тільки офіс,1 рік досвіду,Intermediate,2023-12-12,517,100
MySQL,Junior Python Developer (full stack),Україна,Тільки офіс,1 рік досвіду,Intermediate,2023-12-12,517,100
GIT,Junior Python Developer (full stack),Україна,Тільки офіс,1 рік досвіду,Intermediate,2023-12-12,517,100
VueJS,Junior Python Developer (full stack),Україна,Тільки офіс,1 рік досвіду,Intermediate,2023-12-12,517,100
